id,name,neighborhood_overview,host_id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
9.46E+17,Rental unit in Rotterdam · 3 bedrooms · 5 beds · 1.5 baths,,9120265,9/29/2013,"We are Jacco and Fleur, living in the beautiful Flowerbulb area with our 4 year old twin boys and 2 year old daughter. We love travelling, eating and meeting new people during our travels but even more to welcome them in our guesthouse. I grew up in the beautiful area of Stolwijk and support my parents with renting out their guesthouse. 


Looking forward to meeting you!

Best,
Fleur Groen",within an hour,100%,100%,t,3,t,t,Kralingen Oost,Entire rental unit,Entire home/apt,5,1.5 baths,5,[],,7,365,0,,,,,,,,f,
9.46E+17,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,"Location and Nearby Attractions:<br /><br />This apartment boasts an enviable location with everything Rotterdam has to offer just a stone's throw away. Immerse yourself in the vibrant nightlife on the most popular bar street in the city, mere steps from your doorstep. Enjoy the convenience of walking to every corner of the city, with fantastic restaurants, cozy cafes, and cultural hotspots within a 50-meter radius. And for burger lovers, the best burger restaurant in the Netherlands is a mere 100 meters away, promising a delightful culinary experience.<br /><br />Cultural Gems and City Essentials:<br /><br />Discover the city's rich cultural heritage with the renowned Booijmans museum close by. Hop on the Water taxi, located conveniently nearby, for an exciting journey to the breathtaking windmills of Kinderdijk. The Cityhall is just an 8-minute walk away, adding a touch of historic grandeur to the neighborhood.<br /><br />Convenient Transportation:<br /><br />Getting around Rotterdam",528609695,7/29/2023,,within an hour,100%,100%,f,1,t,t,Cool,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],$313.00 ,2,365,7,5,5,5,5,5,4.86,4.71,f,1.58
9.48E+17,Rental unit in Rotterdam · ★4.75 · 1 bedroom · 1 bed · 1 bath,,282010279,8/3/2019,,within an hour,83%,100%,f,2,t,t,Cs Kwartier,Entire rental unit,Entire home/apt,2,1 bath,1,[],$90.00 ,2,21,4,4.75,5,4.5,5,5,5,5,t,2.31
9.49E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,460531485,5/23/2022,,within a day,50%,23%,f,2,t,t,Stadsdriehoek,Private room in rental unit,Private room,1,1 bath,1,[],$50.00 ,2,365,2,5,5,5,5,5,5,5,f,0.49
9.55E+17,Home in Rotterdam · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,,27124920,2/2/2015,"Hi! My name is Emma, and this is my home. I grew up in Amsterdam, but have been living in Rotterdam since my student years. We've been living with a lot of joy in this house for the past three years. We can give you a lot of recommendations on what to do / see in Rotterdam!",N/A,N/A,100%,f,1,t,t,Blijdorp,Entire home,Entire home/apt,4,1.5 baths,2,[],$279.00 ,2,365,3,4.67,4.67,4.33,5,4.67,4.67,4.67,f,0.77
9.56E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,Quiet,50171963,11/30/2015,,within an hour,100%,95%,t,4,t,t,Blijdorp,Private room in rental unit,Private room,1,1 bath,1,[],$58.00 ,1,12,1,5,5,5,5,5,5,5,f,0.27
9.58E+17,Condo in Rotterdam · 1 bedroom · 2 beds · 1 bath,"It’s a desired neighbourhood with bars, breakfast spots, supermarkets and more around.<br />The Rotterdam highline is a 5 minute walk (hofbogen). Also if you are into running; many runningroutes towards the lakes are a good option from here.",19079307,7/29/2014,"38, living in Rotterdam with the fam.

I like travelling to ''exotic'' places, such as Japan, Mongolia, China, but also the closer destinations, such as Spain and Italy.
I travel together with my partner, and our 2 kids 10&7 yrs old.

Other than travelling, i like to exercise; basketball, running, cross fit.

We are quite easy going, and like to use our common sense :)
We like to explore things on our own, and see where we end up being.",within a day,63%,58%,t,3,t,t,Oude Noorden,Entire condo,Entire home/apt,2,1 bath,2,[],$175.00 ,4,365,0,,,,,,,,f,
9.58E+17,Rental unit in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,,7102161,6/25/2013,"I have a love for (local) food, art, architecture, the usual!",within a day,90%,70%,f,2,t,t,Hillegersberg Zuid,Private room in rental unit,Private room,2,1 shared bath,1,[],$70.00 ,1,31,9,4.89,4.78,4.89,4.78,5,4.78,4.67,f,3.07
9.58E+17,Rental unit in Rotterdam · ★4.73 · 2 bedrooms · 2 beds · 1 bath,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Stadsdriehoek,Entire rental unit,Entire home/apt,4,1 bath,2,[],$140.00 ,30,182,11,4.73,4.82,4.82,4.91,4.55,4.73,4.64,t,2.62
9.59E+17,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,"Navigating our neighborhood is a breeze, offering you convenient access to various attractions and amenities. While our house is a leisurely 25-minute walk from Rotterdam Central Station 🚂, there are efficient transportation options to make your journey even smoother.<br /><br />The tram lines 🚃 24 or 23 present a quick alternative, getting you to the Delfshaven tram stop or the Mathenesserbrug stop in just 15 minutes. A brief 4 to 5-minute stroll from there will bring you to our doorstep. Additionally, the metro system is easily accessible, whisking you to the city center in a mere 8 minutes. <br /><br />When it comes to dining and entertainment, you're spoiled for choice. A mere 3-minute walk lands you in historic Delfshaven, home to a variety of exceptional bars and eateries. One such gem is Café de Sluis, a cozy brown café with friendly bartenders and reasonable beer prices 🍻. The Pelgrim is another highlight, boasting its own brewed beers. And on the other end of the street, you'l",21181433,9/10/2014,,within a few hours,100%,80%,f,1,t,t,Tussendijken,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],$144.00 ,2,365,4,5,5,4.5,5,5,5,5,f,1.33
9.59E+17,Home in Rotterdam · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,"The neighbourhood is super quiet and relaxing, you will have an ideal environment for resting. Around the area there are some canals and nice parks to walk and enjoy some nice coffee and the traditional Dutch Pannenkoek.",58092522,2/9/2016,,within an hour,100%,68%,f,3,t,t,Oosterflank,Private room in home,Private room,2,1.5 baths,1,[],$70.00 ,2,365,4,4.75,4.75,4.75,5,5,4.75,4.75,f,1.01
9.60E+17,Rental unit in Rotterdam · ★4.92 · 2 bedrooms · 2 beds · 1 bath,,302893992,10/17/2019,"Met mijn onderneming beheer ik meerdere woningen in Rotterdam bestemd voor kort zakelijk/vakantie verhuur.  Wij zijn 24/7 bereikbaar  en willen het verblijf van onze gasten zo aangenaam mogelijk maken. 

Tot snel!",within an hour,100%,79%,t,96,t,t,Blijdorp,Entire rental unit,Entire home/apt,4,1 bath,2,[],$149.00 ,2,21,13,4.92,5,5,5,4.92,4.85,4.85,f,4.76
9.62E+17,Rental unit in Rotterdam · 3 bedrooms · 2 baths,,3528643,9/10/2012,"Loren Ipsum is simply dummy text of the printing and typesetting industry. Loren Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.Loren Ipsum is simply dummy text of the printing and typesetting industry. Loren Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.Loren Ipsum is simply dummy text of the printing and typesetting industry. Loren Ipsum has been the industry's standard dummy text ever since the 1500s, when an unknown printer took a galley of type and scrambled it to make a type specimen book. It has survived not only five centuries, but also the leap into electronic typesetting, remaining essentially unchanged. It was popularised in the 1960s with the release of Letraset sheets containing Lorem Ipsum passages, and more recently with desktop publishing software like Aldus PageMaker including versions of Lorem Ipsum.",within an hour,100%,0%,f,1,t,t,Provenierswijk,Entire rental unit,Entire home/apt,5,2 baths,,[],$180.00 ,90,365,0,,,,,,,,f,
9.62E+17,Home in Rotterdam · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,,29095131,3/10/2015,"Dentist currently on maternity leave. I love meeting new people and will help as much as I am able to during your stay. I would call myself easy going, open minded and friendly.",within a few hours,100%,97%,f,3,t,t,Carnisse,Private room in home,Private room,1,1 shared bath,1,[],$50.00 ,1,365,14,4.71,4.86,4.79,5,4.93,4.5,4.71,f,3.39
9.62E+17,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,20776026,8/31/2014,,N/A,N/A,100%,f,1,t,t,Blijdorp,Entire condo,Entire home/apt,2,1 bath,1,[],$150.00 ,2,20,3,5,5,4.67,5,5,5,5,f,0.95
9.64E+17,Rental unit in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1 bath,,443525866,2/4/2022,,within an hour,100%,95%,f,1,t,t,Hillegersberg Zuid,Entire rental unit,Entire home/apt,2,1 bath,1,[],$163.00 ,2,1125,11,4.91,4.91,4.91,5,5,5,4.91,t,3.06
9.64E+17,Condo in Rotterdam · ★4.83 · 2 bedrooms · 2 beds · 1.5 baths,Gelegen tussen Erasmusbrug (3 minuten lopen) en Willemsbrug (5 minuten lopen). Aan jachthaven en vlak bij de Hef. Autovrij. Parkeren kan bij Jumbo tegen betaling.,246740468,3/4/2019,,within an hour,100%,100%,f,1,t,t,Kop van Zuid - Entrepot,Entire condo,Entire home/apt,3,1.5 baths,2,[],$214.00 ,4,30,6,4.83,4.83,4.67,5,5,5,4.67,f,1.91
9.65E+17,Rental unit in Rotterdam · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,,337785131,2/20/2020,,within a day,100%,70%,f,1,f,t,Stadsdriehoek,Entire rental unit,Entire home/apt,4,1.5 baths,3,[],,2,30,9,4.8,4.9,4.7,5,5,5,4.7,f,2.31
9.67E+17,Home in Rotterdam · ★4.90 · 1 bedroom · 1 bed · 1 bath,,29095131,3/10/2015,"Dentist currently on maternity leave. I love meeting new people and will help as much as I am able to during your stay. I would call myself easy going, open minded and friendly.",within a few hours,100%,97%,f,3,t,t,Carnisse,Private room in home,Private room,1,1 bath,1,[],$50.00 ,1,365,10,4.9,5,4.9,4.9,4.9,5,4.8,f,2.97
9.68E+17,Home in Rotterdam · ★4.67 · 2 bedrooms · 2 beds · 1 bath,,440154004,1/12/2022,,within a few hours,100%,100%,f,1,f,t,Oud Mathenesse,Entire home,Entire home/apt,3,1 bath,2,[],$105.00 ,1,365,3,4.67,5,3.67,5,5,4,4.67,f,0.99
9.69E+17,Condo in Rotterdam · ★New · 2 bedrooms · 2 beds · 1.5 baths,"The Provenierswijk is currently one of the nicest and most popular neighbourhoods in the city and the Provenierssingel is perhaps the most beautiful street in the neighbourhood. There are nice espresso bars, restaurants and the Central Station within walking distance.",38535698,7/15/2015,"Hi, we are Carmen and Marcus! 
Oh how we love our city Rotterdam. It is the only city in the Netherlands with a metropool feel. However, this city also has beautiful old areas.
We love art and design. Our house is filled with colourful art and design furniture. Not one wall is painted white! 
And we love food... Good food! I made a sport out of it to find the very best restaurants everywhere we go. Check out my Restaurant Guide for Rotterdam!",within an hour,100%,86%,t,2,t,t,Provenierswijk,Private room in condo,Private room,4,1.5 baths,2,[],$206.00 ,1,7,0,,,,,,,,f,
9.69E+17,Guesthouse in Rotterdam · ★4.79 · 1 bedroom · 2 beds · 1.5 baths,,281362224,8/1/2019,,within an hour,100%,100%,f,1,t,t,Terbregge,Entire guesthouse,Entire home/apt,4,1.5 baths,2,[],$113.00 ,2,365,18,4.79,4.63,4.68,4.89,4.89,4.79,4.53,f,5.14
9.69E+17,Rental unit in Rotterdam · ★5.0 · 4 bedrooms · 4 beds · 2 baths,,291733004,9/4/2019,,within a few hours,100%,88%,f,4,t,t,Struisenburg,Entire rental unit,Entire home/apt,8,2 baths,4,[],$633.00 ,1,365,5,5,5,5,5,5,5,5,f,2.5
9.70E+17,Rental unit in Rotterdam · ★4.80 · 3 bedrooms · 1.5 baths,,448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Stadsdriehoek,Entire rental unit,Entire home/apt,6,1.5 baths,,[],$150.00 ,30,182,5,4.8,4.8,5,4.8,4.6,5,4.4,t,1.56
9.70E+17,Rental unit in Rotterdam · Studio · 1 bath,"The apartment is located in Rotterdam's City Center. It offers a captivating blend of modernity and history, making it an ideal destination for a short stay. As you stroll through the heart of this vibrant Dutch city, you'll be enveloped by an architectural masterpiece. The skyline is punctuated by innovative, awe-inspiring buildings, like the iconic Cube Houses and the soaring Erasmus Bridge.<br /><br />You can explore a diverse range of cultural attractions, from the cutting-edge Kunsthal art museum to the historic Delfshaven district. The bustling Markthal, a food market inside a stunning horseshoe-shaped building, beckons with its culinary delights. As you navigate the city, the charming canals and waterways provide picturesque scenery, often best appreciated from a boat tour.<br /><br />Rotterdam's dynamic atmosphere is evident in its vibrant street art, bustling markets, and trendy boutiques. And if you're in need of a moment of tranquility, the beautiful parks and gardens, such ",448782489,3/9/2022,"Hello, 

Thank you for visiting my profile. 

I am the owner of boutique real estate agency Alphabet Apartments

We help people with housing for short stays; from 2 weeks up to 6 months. 

Please contact me for possibilities - we look forward to helping you!

Kind regards,

Martijn Valkenet ",within an hour,82%,91%,f,102,t,t,Stadsdriehoek,Entire rental unit,Entire home/apt,6,1 bath,,[],$139.00 ,30,182,1,3,5,4,4,4,5,4,t,0.29
9.71E+17,Houseboat in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,25623418,1/5/2015,,within a day,100%,100%,f,4,t,t,Stadsdriehoek,Private room in houseboat,Private room,1,1 shared bath,1,[],$60.00 ,2,5,3,5,5,5,4.67,5,5,5,f,0.92
9.72E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,12587405,2/25/2014,"Hi there,

My name is Corentin, originally from France. I am 32 yo working in the Netherlands as Mechanical Engineer. I frequently use Airbnb as visitor and a few times as host. 
Very serious individual with who it is easy to communicate if you have any question or remark.

Kind regards,

Corentin",within a day,100%,14%,f,1,t,t,Oud Charlois,Entire rental unit,Entire home/apt,2,1 bath,1,[],$75.00 ,8,365,1,5,5,4,5,5,4,4,f,0.48
9.72E+17,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"From this unique Airbnb location, you can step directly into the enchanting old harbor, where you can enjoy a picturesque walk along historic (residential) boats, a working windmill, and an authentic sluice gate. When hunger strikes, you have the option to savor pancakes at the windmill or indulge in the various cozy cafes in the area. From a traditional Rotterdam café like 'De Ooievaar' to an authentic Lebanese restaurant called 'Le Souq.' You can also pay a visit to a real brewery, 'De Pelgrim,' or play a game of pool at the 'Poolcafé.' In this picturesque street, there's something for everyone!<br /><br />Furthermore, the proximity to public transportation and the availability of shared scooters and bikes provide you with the opportunity to easily travel to the bustling city center. This way, you can explore both sides of Rotterdam: from the impressive modern architecture in the center to the charming old warehouses in Delfshaven.",84539905,7/18/2016,,within a few hours,100%,100%,f,1,t,t,Delfshaven,Entire rental unit,Entire home/apt,2,1 bath,1,[],,2,31,8,5,5,5,5,5,4.88,5,f,2.58
9.72E+17,Condo in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,65046546,3/30/2016,,within an hour,100%,100%,f,7,t,t,Cool,Entire condo,Entire home/apt,2,1 bath,1,[],$148.00 ,2,60,10,5,5,5,4.9,4.9,5,4.9,f,6
9.73E+17,Rental unit in Rotterdam · ★4.67 · 2 bedrooms · 3 beds · 1 bath,,499358808,2/3/2023,"I’m young professional, love to visit new places.",within an hour,100%,70%,f,4,t,t,Tarwewijk,Entire rental unit,Entire home/apt,4,1 bath,3,[],$230.00 ,1,365,3,4.67,4.67,4.67,4.67,5,3.67,3.67,f,0.95
9.78E+17,Rental unit in Rotterdam · ★4.17 · 1 bedroom · 1 bed · 1 bath,,499358808,2/3/2023,"I’m young professional, love to visit new places.",within an hour,100%,70%,f,4,t,t,Bloemhof,Private room in rental unit,Private room,1,1 bath,1,[],$30.00 ,1,1125,6,4.17,4.33,4.83,4.5,4.83,4.5,4.33,f,2.07
9.78E+17,Rental unit in Rotterdam · 1 bedroom · 1 bed · 1 bath,,36454337,6/22/2015,Rustig gezinsman,within a few hours,100%,100%,f,1,t,t,Middelland,Entire rental unit,Entire home/apt,2,1 bath,1,[],$231.00 ,2,1125,0,,,,,,,,f,
9.79E+17,Rental unit in Rotterdam · ★4.92 · 2 bedrooms · 4 beds · 1 bath,,15340056,5/10/2014,,within an hour,100%,98%,f,2,t,t,Stadsdriehoek,Entire rental unit,Entire home/apt,4,1 bath,4,[],$130.00 ,2,365,12,4.92,4.92,4.54,4.85,5,5,4.77,f,5
9.80E+17,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Rotterdam West-center offers various to do:<br />-with the old neighbourhood Delsfhaven (the only part of Rotterdam still authentic before the bombing of WWII), where you can enjoy coffee and restaurants, yoga, or rent easily a boat for a tour of the river (I recommend a nice sunny apero-boat  on the river^^)<br />-the more alternative and underground area close to Marconiplein for artistic experience, bars, (keilekafe, Brutus, Weelde).<br />-Nieuwe Binnenweg with many shops, coffees, restaurants and local bars for a hipster experience",27773853,2/15/2015,,within a few hours,89%,46%,f,1,t,t,Spangen,Entire rental unit,Entire home/apt,2,1 bath,1,[],$101.00 ,4,21,4,5,5,5,5,5,4.75,4.75,f,1.41
9.82E+17,Cabin in Hoek van Holland · ★4.60 · 3 bedrooms · 3 beds · 1 bath,,306305805,11/2/2019,,within a day,100%,44%,f,2,t,t,Strand en Duin,Entire cabin,Entire home/apt,5,1 bath,3,[],$165.00 ,2,365,4,4.6,4.8,5,4.8,5,5,4.2,f,1.46
9.83E+17,Condo in Rotterdam · 1 bedroom · 1 bed · 1 bath,"De Esch is a quite area, It is ideal for travelers to take rest after a long travel day or journey. This is also the best neighborhood for the students. Because the Erasmus university and Hogeschool Rotterdam is just 15 minutes by foot.",80550302,6/28/2016,"My name is Song, a very social guy. I like traveling around the different places to meet new people. ",within an hour,86%,98%,f,5,t,t,De Esch,Private room in condo,Private room,2,1 bath,1,[],$62.00 ,14,365,0,,,,,,,,f,
9.83E+17,Condo in Rotterdam · 1 bedroom · 1 bed · 1 bath,"De Esch is a quite area, It is ideal for travelers to take rest after a long travel day or journey. This is also the best neighborhood for the students. Because the Erasmus university and Hogeschool Rotterdam is just 15 minutes by foot.",80550302,6/28/2016,"My name is Song, a very social guy. I like traveling around the different places to meet new people. ",within an hour,86%,98%,f,5,t,t,De Esch,Private room in condo,Private room,2,1 bath,1,[],$63.00 ,7,1125,1,5,5,5,5,5,5,4,f,0.59
